level0,level1,level2,level3a,domain,comments
,Sinkwood,Sumach  & Ninebark & Spice wood & Leather wood & Stinkwood & Sugar oak & Pigeon oak & Cherry-leaved oak & Bear oak & Bot oak" [?bottom oak]  ,Other hardwood,OH - vernacular from OH471 towns,
,Soft maple,Maple,Maple,OH - vernacular from OH471 towns,
,Spice wood,Sumach  & Ninebark & Spice wood & Leather wood & Stinkwood & Sugar oak & Pigeon oak & Cherry-leaved oak & Bear oak & Bot oak" [?bottom oak]  ,Other hardwood,OH - vernacular from OH471 towns,
,Sugar ,Maple,Maple,OH - vernacular from OH471 towns,
,Sugar oak,Sumach  & Ninebark & Spice wood & Leather wood & Stinkwood & Sugar oak & Pigeon oak & Cherry-leaved oak & Bear oak & Bot oak" [?bottom oak]  ,Other hardwood,OH - vernacular from OH471 towns,
,Sugar tree   ,Maple,Maple,OH - vernacular from OH471 towns,
,Sumach,Sumach  & Ninebark & Spice wood & Leather wood & Stinkwood & Sugar oak & Pigeon oak & Cherry-leaved oak & Bear oak & Bot oak" [?bottom oak]  ,Other hardwood,OH - vernacular from OH471 towns,
,Swamp white oak,Swamp oak,Oak,OH - vernacular from OH471 towns,
,Tulip poplar,Tulip poplar,Tulip poplar,OH - vernacular from OH471 towns,JP - CVC has Level 3a as Liriodendron.  Should we make it tulip poplar?
,White hickory,Hickory,Hickory,OH - vernacular from OH471 towns,
,White serviceberry,Serviceberry,Other hardwood,OH - vernacular from OH471 towns,
,,Ash,Ash,OH - vernacular from OH471 towns,
,,Black ash,Ash,OH - vernacular from OH471 towns,
,,Blue ash,Ash,OH - vernacular from OH471 towns,
,,Red ash,Ash,OH - vernacular from OH471 towns,
,,White ash,Ash,OH - vernacular from OH471 towns,
,,Beech,Beech,OH - vernacular from OH471 towns,
,,Black gum,Black gum,OH - vernacular from OH471 towns,
,,Gum,Black gum/sweet gum,OH - vernacular from OH471 towns,
,,Buckeye ,Buckeye,OH - vernacular from OH471 towns,
,,Sweet buckeye,Buckeye,OH - vernacular from OH471 towns,
,,Cypress,Cedar/juniper,OH - vernacular from OH471 towns,CVC,  Definitely not baldcypress, out of range.   3 trees in the CT Western  Reserve 1797 in the northeast.  I would guess that this is probably red cedar (a juniper), but could be larch (with Maine vernacular "cypress" or northern white cedar which is very rare in northeast Ohio.  . 
,,Black cherry,Cherry,OH - vernacular from OH471 towns,
,,Cherry,Cherry,OH - vernacular from OH471 towns,
,,Chestnut   ,Chestnut,OH - vernacular from OH471 towns,
,,Dogwood,Dogwood,OH - vernacular from OH471 towns,
,,Bitter elm,Elm,OH - vernacular from OH471 towns,
,,Elm,Elm,OH - vernacular from OH471 towns,
,,Red elm,Elm,OH - vernacular from OH471 towns,
,,White elm,Elm,OH - vernacular from OH471 towns,
,,Hackberry,Hackberry,OH - vernacular from OH471 towns,
,,Hemlock,Hemlock,OH - vernacular from OH471 towns,
,,Hickory & var spellings,Hickory,OH - vernacular from OH471 towns,
,,Black locust,Locust,OH - vernacular from OH471 towns,CVC see above for Locust
,,Honey locust,Locust,OH - vernacular from OH471 towns,CVC as with Gum the Locusts are mixed and although different genera both black locust and honey locust both common might be combined as Locust
,,Locust,Locust,OH - vernacular from OH471 towns,CVC note my druthers are  to include both Nyssa ans Liquidambar as Gum.  Sweet gum is only at the southern edges of the lowerr midwest and occurs in some of the same wet swamps as the widespread black gum.   
,,Box elder,Maple,OH - vernacular from OH471 towns,
,,Boxwood,Maple,OH - vernacular from OH471 towns,CVC very likely box elder = Maple, but in the east this name is used from a questionable identifications
,,Maple,Maple,OH - vernacular from OH471 towns,
,,Rock maple,Maple,OH - vernacular from OH471 towns,
,,Silver maple,Maple,OH - vernacular from OH471 towns,
,,White maple,Maple,OH - vernacular from OH471 towns,
,,Mulberry,Mulberry,OH - vernacular from OH471 towns,
,,Black oak,Oak,OH - vernacular from OH471 towns,
,,Chestnut oak,Oak,OH - vernacular from OH471 towns,
,,Gray oak,Oak,OH - vernacular from OH471 towns,
,,Oak,Oak,OH - vernacular from OH471 towns,
,,Pin oak,Oak,OH - vernacular from OH471 towns,
,,Post oak,Oak,OH - vernacular from OH471 towns,
,,Red oak,Oak,OH - vernacular from OH471 towns,
,,Shingle oak,Oak,OH - vernacular from OH471 towns,
,,Shrub oak,Oak,OH - vernacular from OH471 towns,
,,Spanish oak,Oak,OH - vernacular from OH471 towns,
,,Swamp oak,Oak,OH - vernacular from OH471 towns,
,,White oak,Oak,OH - vernacular from OH471 towns,
,,Yellow oak,Oak,OH - vernacular from OH471 towns,
,,Crab apple,Other hardwood,OH - vernacular from OH471 towns,
,,Peach,Other hardwood,OH - vernacular from OH471 towns,
,,Plumb,Other hardwood,OH - vernacular from OH471 towns,
,,Sassafras,Other hardwood,OH - vernacular from OH471 towns,
,,Service tree,Other hardwood,OH - vernacular from OH471 towns,
,,Serviceberry,Other hardwood,OH - vernacular from OH471 towns,
,,Sourwood,Other hardwood,OH - vernacular from OH471 towns,
,,Thorn tree,Other hardwood,OH - vernacular from OH471 towns,
,,White serviceberry,Other hardwood,OH - vernacular from OH471 towns,
,,White thorn,Other hardwood,OH - vernacular from OH471 towns,
,,Pine,Pine,OH - vernacular from OH471 towns,
,,Pitch pine,Pine,OH - vernacular from OH471 towns,
,,Yellow pine,Pine,OH - vernacular from OH471 towns,
,,Cottonwood,Poplar,OH - vernacular from OH471 towns,
,,poplar 1796-1802 Ohio Company OH fide Dyer 2001; "white poplar" 1815 --Cincinnati & Maimi Country Drake; "poplar" =Poplar sp. fide Dyer, 1796-1802 Ohio Co. Athens Co. OH; "poplar" 1816 VMT military warrant Upper Town Creek Cad. Wallace surv. Ross Co. in Peters 1918; "poplar" 1798-1832  Shelby Co. OH Congressional survey Liriodend fide Shanks 1953; "whitewood" 1796  Conn. Western Reserve OH -Moses Warren from New London CT, CSA Warren Journals; "poplar" & "whitewood" 1786,1804 Kirkwood Twp., Belmont Co. OH, outlines & sections (Rentch 2001); "white wood" 1797 T7R11 Western Reserve OH Shepard & Atwater; "w. wood" 1840 GLO Wabash Co. IN;  "whitewood" CWR OH C Parker 1802, 1815;  'whitewood" 1805 T8R3 CWR Ashtubula Co. OH, Alfred Wolcott;  "poplar" 1798 Scioto Co. Va. Mil Tract OH;  "poplar or tulip" fide Gordon's compilers 1797 Washington Co. OLC OH; "poplar" 1797 Monroe Co. OLC OH; "poplar" 1802 Gurnesey Co. PLS OH; "poplar" 1819 Defiance Co. PLS NW OH; "poplar" 1820 Auglaize Co. PLS NW OH; "poplar" 1820 Montgomery Co. PLS NW OH; "poplar" 1821 Seneca Co. PLS NW OH; ,Poplar/tulip poplar,OH - vernacular from OH471 towns,CVC this is the big problem'  Whitewood is most likely Liriodendron but just Poplar is also very likely Liriodendron see terms to left. Be careful as pople, popple, and less likely  popler are  aspen and thus Poplar.   
,,Sweet gum,Sweet gum,OH - vernacular from OH471 towns,CVC see above to be discussed
,,Buttonwood,Sycamore,OH - vernacular from OH471 towns,
,,Sycamore,Sycamore,OH - vernacular from OH471 towns,
,,Black walnut,Walnut,OH - vernacular from OH471 towns,
,,Butternut,Walnut,OH - vernacular from OH471 towns,
,,Walnut,Walnut,OH - vernacular from OH471 towns,
,,White walnut,Walnut,OH - vernacular from OH471 towns,
,,Willow,Willow,OH - vernacular from OH471 towns,
,,alder,Alder,OH (471),
,,ash ,Ash,OH (471),
,,black ash,Ash,OH (471),
includes hoop ash, blue ash,,other ash,Ash,OH (471),
,,red ash,Ash,OH (471),
,,water ash,Ash,OH (471),
,,white ash,Ash,OH (471),
,,basswood,Basswood,OH (471),
,,linden,Basswood,OH (471),
,,lynn,Basswood,OH (471),
,,beech,Beech,OH (471),
,,birch,Birch,OH (471),
,,black gum,Black gum,OH (471),
,,gum,Black gum/sweet gum,OH (471),
,,pepperidge,Black gum/sweet gum,OH (471),
,,buckeye,Buckeye,OH (471),
,,cedar,Cedar/juniper,OH (471),
,,juniper,Cedar/juniper,OH (471),
,,black cherry,Cherry,OH (471),
,,cherry,Cherry,OH (471),
,,chestnut,Chestnut,OH (471),
,,dogwood,Dogwood,OH (471),
,,elm,Elm,OH (471),
,,red elm,Elm,OH (471),
,,white elm,Elm,OH (471),
,,witch elm,Elm,OH (471),
,,hackberry,Hackberry,OH (471),
,,hemlock,Hemlock,OH (471),
,,hickory,Hickory,OH (471),
,,white hickory,Hickory,OH (471),
,,blue beech,Ironwood,OH (471),
,,hard beam,Ironwood,OH (471),
,,hardhack,Ironwood,OH (471),
,,hornbeam,Ironwood,OH (471),
,,ironwood,Ironwood,OH (471),
,,black locust,Locust,OH (471),
,,honey locust,Locust,OH (471),
,,locust,Locust,OH (471),
incl box elder maple,,box,Maple,OH (471),
,,box elder,Maple,OH (471),
,,boxwood ,Maple,OH (471),
,,hard maple,Maple,OH (471),
,,maple,Maple,OH (471),
,,rock maple,Maple,OH (471),
,,soft maple,Maple,OH (471),
,,sugar maple,Maple,OH (471),
,,sugar tree,Maple,OH (471),
,,swamp maple,Maple,OH (471),
,,white maple,Maple,OH (471),
,,mulberry,Mulberry,OH (471),
,,black oak,Oak,OH (471),
,,blackjack (oak),Oak,OH (471),
,,Burr oak,Oak,OH (471),
,,chestnut oak ,Oak,OH (471),
,,grey oak,Oak,OH (471),
,,oak,Oak,OH (471),
includes modifers:   pigeon, cherry-leaved, jack, bot,  ,,other oaks,Oak,OH (471),
,,pin oak ,Oak,OH (471),
,,post oak,Oak,OH (471),
,,red oak,Oak,OH (471),
,,shrub oak,Oak,OH (471),
,,spanish oak,Oak,OH (471),
,,swamp oak,Oak,OH (471),
,,swamp white oak ,Oak,OH (471),
,,white oak,Oak,OH (471),
,,willow oak,Oak,OH (471),
,,yellow oak ,Oak,OH (471),
,,crab (apple),Other hardwood,OH (471),
,,cucumber,Other hardwood,OH (471),Charlie had Level 3a as Magnolia. But since other Magnolia were listed as Other hardwood, I have done so here as well - JP 3-18-14
,,Ky coffee tree,Other hardwood,OH (471),
includes literature trees not defined ,,misc.trees,Other hardwood,OH (471),
,,paw paw,Other hardwood,OH (471),
,,peach,Other hardwood,OH (471),
,,plum,Other hardwood,OH (471),
,,red haw,Other hardwood,OH (471),
,,redbud,Other hardwood,OH (471),
,,sassafras,Other hardwood,OH (471),
,,service,Other hardwood,OH (471),
,,sourwood,Other hardwood,OH (471),
,,Thorn tree,Other hardwood,OH (471),
,,pine,Pine,OH (471),
,,pitch pine,Pine,OH (471),
,,yellow pine,Pine,OH (471),
incl trembling aspen,,aspen,Poplar,OH (471),
,,cottonwood,Poplar,OH (471),
,,poplar,Poplar/tulip poplar,OH (471),
,,poplar/whitewood,Poplar/tulip poplar,OH (471),
,,sweet gum,Sweet gum,OH (471),
,,buttonwood,Sycamore,OH (471),
,,sycamore ,Sycamore,OH (471),
,,bitter walnut,Walnut,OH (471),
,,black walnut,Walnut,OH (471),
,,butnut,Walnut,OH (471),
,,butternut,Walnut,OH (471),
,,walnut,Walnut,OH (471),
,,white walnut,Walnut,OH (471),
,,willow,Willow,OH (471),
,ASHS,,Ash,OH471_wiki,
,BASSWOOD,,Basswood,OH471_wiki,
,BEECH,,Beech,OH471_wiki,
,BIRCHES,,Birch,OH471_wiki,
,BUCKEYE,,Buckeye,OH471_wiki,
,BUTTONWOOD,,Sycamore,OH471_wiki,
,CEDAR,,Cedar/juniper,OH471_wiki,
,CHAMAE_IS,,Atlantic white cedar,OH471_wiki,
,CHERRIES,,Cherry,OH471_wiki,
,CHESTNUT,,Chestnut,OH471_wiki,
,DOGWOOD,,Dogwood,OH471_wiki,
,ELMS,,Elm,OH471_wiki,
,FIR,,Fir,OH471_wiki,
,HACKBERRIE,,Hackberry,OH471_wiki,
,HEMLOCK,,Hemlock,OH471_wiki,
,HICKORIES,,Hickory,OH471_wiki,
,IRONWOODS,,Ironwood,OH471_wiki,
,JUGLANS_,,Walnut,OH471_wiki,
,LIRIODENDR,,Tulip poplar,OH471_wiki,
,MAGNOLIA,,Other hardwood,OH471_wiki,
,MAPLES,,Maple,OH471_wiki,
,MULBERRIES,,Mulberry,OH471_wiki,
,NYSSA,,Black gum,OH471_wiki,
,OAKS,,Oak,OH471_wiki,
,OTHER,,Other hardwood,OH471_wiki,
,PINES,,Pine,OH471_wiki,
,POPLARS,,Poplar/tulip poplar,OH471_wiki,
,SPRUCES,,Spruce,OH471_wiki,
,TAMARACK,,Tamarack,OH471_wiki,
,Ashes,,Ash,Old Conversion Errors,
,9999,Unknown,Unknown tree,Southern MI v1.6,
,ald,Alder,Alder,Southern MI v1.6,
,appl,Apple,Other hardwood,Southern MI v1.6,
,asg,Aspen,Poplar,Southern MI v1.6,CVC: aspen
,Ash,Ash,Ash,Southern MI v1.6,
,ASH,Ash,Ash,Southern MI v1.6,
,ash,Ash,Ash,Southern MI v1.6,
,ASP,Aspen,Poplar,Southern MI v1.6,
,asp,Aspen,Poplar,Southern MI v1.6,
,aspen,Aspen,Poplar,Southern MI v1.6,
,b ch,Black cherry,Cherry,Southern MI v1.6,CVC: black cherry
,b waln,Black walnut,Walnut,Southern MI v1.6,
,b.ash,Black ash,Ash,Southern MI v1.6,
,b.waln,Black walnut,Walnut,Southern MI v1.6,
,ba,Black ash/Brown ash,Ash,Southern MI v1.6,
,bals,Balsam fir,Fir,Southern MI v1.6,
,BAS,Basswood,Basswood,Southern MI v1.6,
,BASH,Black ash,Ash,Southern MI v1.6,
,bash,Black ash,Ash,Southern MI v1.6,
,bass,Basswood,Basswood,Southern MI v1.6,
,BASS,Basswood,Basswood,Southern MI v1.6,
,BCH,Beech,Beech,Southern MI v1.6,
,bch,Beech,Beech,Southern MI v1.6,
,BCHER,Black cherry,Cherry,Southern MI v1.6,
,bcher,Black cherry,Cherry,Southern MI v1.6,
,beech,Beech,Beech,Southern MI v1.6,
,bgh,Beech,Beech,Southern MI v1.6,CVC: probably beech given their abbr. bch 
,bl ash,Black/blue ash,Ash,Southern MI v1.6,
,bl.ash,Black ash,Ash,Southern MI v1.6,CVC: black ash
,bl.bch,Blue beech,Ironwood,Southern MI v1.6,CVC: blue beech
,blash,Blue ash,Ash,Southern MI v1.6,CVC code sheet says blash = blue ash 
,blbch,Blue beech,Ironwood,Southern MI v1.6,CVC/SG: blue beech
,blm,Elm,Elm,Southern MI v1.6,CVC no code near blm so elm is a good guess
,blus ash,Blue ash,Ash,Southern MI v1.6,CVC: blue ash
,blwaln,Black walnut,Walnut,Southern MI v1.6,
,BO,Oak,Oak,Southern MI v1.6,
,bo,Oak,Oak,Southern MI v1.6,
,bo/ro,Burr/black/red oak,Oak,Southern MI v1.6,
,box,Boxwood,Maple,Southern MI v1.6,CVC: not Buxus but very likely box elder but keep level 2 as boxwood
,boxwd,Boxwood,Maple,Southern MI v1.6,CVC: boxwood  = box elder-maple!!
,br,Birch,Birch,Southern MI v1.6,CVC:  very likely as code brc = birch 
,Brc,Birch,Birch,Southern MI v1.6,
,BRC,Birch,Birch,Southern MI v1.6,
,brc,Birch,Birch,Southern MI v1.6,
,brch,Birch,Birch,Southern MI v1.6,
,BRCH,Birch,Birch,Southern MI v1.6,
,buch,Birch,Birch,Southern MI v1.6,CVC: birch
,buck,Buckeye,Buckeye,Southern MI v1.6,
,bur,Burr oak,Oak,Southern MI v1.6,CVC: note code bur is bur oak
,BUR,Burr oak,Oak,Southern MI v1.6,
,buro,Burr oak,Oak,Southern MI v1.6,
,BURO,Burr oak,Oak,Southern MI v1.6,
,but,Butternut,Walnut,Southern MI v1.6,CVC: But is not the standard mich code but (pun) is very likely butternut = white walnut
,BUT,Butternut,Walnut,Southern MI v1.6,
,BW,Black walnut,Walnut,Southern MI v1.6,CVC: BW is not the standard mich code but  is very likely black walnut
,bwal,Black walnut,Walnut,Southern MI v1.6,
,BWALN,Black walnut,Walnut,Southern MI v1.6,
,bwaln,Black walnut,Walnut,Southern MI v1.6,
,bxwd,Boxwood,Maple,Southern MI v1.6,CVC: not Buxus but very likely box elder but keep level 2 as boxwood
,CED,Cedar,Cedar/juniper,Southern MI v1.6,
,ced,Cedar,Cedar/juniper,Southern MI v1.6,
,cedar,Cedar,Cedar/juniper,Southern MI v1.6,
,chcr,Cherry,Cherry,Southern MI v1.6,CVC: code cher is black cherry while I would leave level 2 as cherry 
,CHER,Cherry,Cherry,Southern MI v1.6,CVC: code cher is black cherry while I would leave level 2 as cherry 
,cher,Cherry,Cherry,Southern MI v1.6,
,chest,Chestnut,Chestnut,Southern MI v1.6,
,chry,Cherry,Cherry,Southern MI v1.6,
,cot,Cottonwood,Poplar,Southern MI v1.6,
,COTN,Cottonwood,Poplar,Southern MI v1.6,
,cotn,Cottonwood,Poplar,Southern MI v1.6,
,cotton,Cottonwood,Poplar,Southern MI v1.6,
,crd,Cedar,Cedar/juniper,Southern MI v1.6,CVC: cedar = Thuja
,creek,,Unknown tree,Southern MI v1.6,JP: the entry has "creek" entered as tree 2 with diameter, bearing info and distance and a basswood listed for tree 1 making us think this is not a water feature, but we are unsure what "creek" is so entered as Unknown tree in Level3a
,cyn,Jack pine,Pine,Southern MI v1.6,CVC: cypress = jack pine!! Cypress vernacular of the 1800s in the upper mid-west is jack pine
,cyp,Jack pine,Pine,Southern MI v1.6,CVC: cypress = jack pine!! Cypress vernacular of the 1800s in the upper mid-west is jack pine
,cypress,,Tamarack,Southern MI v1.6,ND found cypress in the notes when entering the townships in the Detroit region. Jody asked Charlie about it. He says: Others (Brewer, Kapp & Jones) have assumed it was jack pine in southern Michigan, but this is out of range of jack pine and bald cypress.  Given it is obviously a swamp tree and minor use of "cypress" in 1811 from Maine for tamarack, I would be 95% sure "cypress"  is "tamarack/larch" in southern Michigan. Carry it as cypress in verbatim and assign it to tamarack with some metadata note.
,dblwo,Double white oak,Oak,Southern MI v1.6,
,dead pine,Pine,Pine,Southern MI v1.6,
,dog,Dogwood,Dogwood,Southern MI v1.6,
,dogg,Dogwood,Dogwood,Southern MI v1.6,
,dogw,Dogwood,Dogwood,Southern MI v1.6,
,Dogw,Dogwood,Dogwood,Southern MI v1.6,
,Elm,Elm,Elm,Southern MI v1.6,
,ELM,Elm,Elm,Southern MI v1.6,
,elm,Elm,Elm,Southern MI v1.6,
,eln,Elm,Elm,Southern MI v1.6,CVC:very likely elm
,em,Elm,Elm,Southern MI v1.6,CVC: very likely elm  as an aside keep a count of the coding misspellings as an estimate of transcription error       
,FIR,Fir,Fir,Southern MI v1.6,
,fir,Fir,Fir,Southern MI v1.6,
,gum,Black gum/sweet gum,Black gum/sweet gum,Southern MI v1.6,CVC: In s Mich certainly gum = black gum
,H,Hickory,Hickory,Southern MI v1.6,CVC: very likely hickory but remotely hemlock more  northern Mich.
,hack,Hackberry,Hackberry,Southern MI v1.6,CVC: Hackberry as Mich code is hack
,HACK,Hackberry,Hackberry,Southern MI v1.6,
,hazel,Hazelnut,Other hardwood,Southern MI v1.6,
,hazl,Hazelnut,Other hardwood,Southern MI v1.6,
,hck,Hickory,Hickory,Southern MI v1.6,
,HCK,Hickory,Hickory,Southern MI v1.6,
,hcm,Hemlock,Hemlock,Southern MI v1.6,CVC: Note Mich code is hem 
,heem,Hemlock,Hemlock,Southern MI v1.6,
,Hem,Hemlock,Hemlock,Southern MI v1.6,
,HEM,Hemlock,Hemlock,Southern MI v1.6,
,hem,Hemlock,Hemlock,Southern MI v1.6,
,her,Hemlock,Hemlock,Southern MI v1.6,
,hey,Hickory,Hickory,Southern MI v1.6,CVC: hickory
,HICK,Hickory,Hickory,Southern MI v1.6,
,hick,Hickory,Hickory,Southern MI v1.6,
,HIK,Hickory,Hickory,Southern MI v1.6,CVC: without a doubt hickory
,hky,Hickory,Hickory,Southern MI v1.6,
,HKY,Hickory,Hickory,Southern MI v1.6,
,HM,Hemlock,Hemlock,Southern MI v1.6,CVC: probably hemlock 
,hop,Hophornbeam,Ironwood,Southern MI v1.6,
,hornb,Ironwood,Ironwood,Southern MI v1.6,
,hrm,Hornbeam,Ironwood,Southern MI v1.6,CVC: hornbeam = "ironwoods"
,IRON,Ironwood,Ironwood,Southern MI v1.6,
,iron,Ironwood,Ironwood,Southern MI v1.6,
,ironwood,Ironwood,Ironwood,Southern MI v1.6,
,jack,Jack oak,Oak,Southern MI v1.6,CVC: level 2 jack oak and almost certainly  blackjack oak but this is several species depending on location; JP should Level 2 be Jack pine?  Or Jack oak?
,jack oak,Jack oak,Oak,Southern MI v1.6,CVC: level 2 jack oak and almost certainly  blackjack oak but this is several species depending on location
,jk oak,Jack oak,Oak,Southern MI v1.6,
,lever wood,Ironwood,Ironwood,Southern MI v1.6,
,lin,Lynn,Basswood,Southern MI v1.6,
,locust,Locust,Locust,Southern MI v1.6,
,LYN,Lynn,Basswood,Southern MI v1.6,
,lyn,Lynn,Basswood,Southern MI v1.6,
,MAP,Maple,Maple,Southern MI v1.6,
,map,Maple,Maple,Southern MI v1.6,
,Mapl,Maple,Maple,Southern MI v1.6,
,MAPL,Maple,Maple,Southern MI v1.6,
,mapl,Maple,Maple,Southern MI v1.6,
,maple,Maple,Maple,Southern MI v1.6,
,mmapl,Maple,Maple,Southern MI v1.6,CVC: not manitoba maple as vernacular possibly typo for maple or mountain maple, but this unused in early records
,mul,Mulberry,Mulberry,Southern MI v1.6,
,o,Oak,Oak,Southern MI v1.6,
,OAK,Oak,Oak,Southern MI v1.6,
,oak,Oak,Oak,Southern MI v1.6,
,ocd,Oak,Oak,Southern MI v1.6,CVC: oak
,ord,Oak,Oak,Southern MI v1.6,CVC: oak
,p,Pine,Pine,Southern MI v1.6,CVC & JP looked at the "p"s on 2-28-18. CVC says "I looked over Allegan Co. and find lots of "p" with no "pine" and scattered "asp" and "popl" , thus mighty sure that they are all Pine."
,P,Pine,Pine,Southern MI v1.6,CVC & JP looked at the "p"s on 2-28-18. CVC says "I looked over Allegan Co. and find lots of "p" with no "pine" and scattered "asp" and "popl" , thus mighty sure that they are all Pine."
,pep,Pepperidge,Black gum,Southern MI v1.6,CVC: I would guess pepperidge
,PEP,Pepperidge,Black gum,Southern MI v1.6,
,pepr,Pepperidge,Black gum,Southern MI v1.6,
,pin,Pin Oak,Oak,Southern MI v1.6,CVC: undoubtably pin oak
,pin oak,Pin Oak,Oak,Southern MI v1.6,
,pine,Pine,Pine,Southern MI v1.6,
,pino,Pin Oak,Oak,Southern MI v1.6,Context check - could it be 'pine'?  CVC I agree, but guess pin oak; SJG - Checked with MI people, it's pin oak
,pitch pine,Pine,Pine,Southern MI v1.6,
,plum,Plum,Other hardwood,Southern MI v1.6,
,POP,Poplar,Poplar/tulip poplar,Southern MI v1.6,
,pop,Poplar,Poplar/tulip poplar,Southern MI v1.6,STJ:  Could these be tulip-poplar?  Charlie can advise from context. CVC: this will always be problematic, but my druthers would be to call it Liriodendron unless other evidence such as spelling popple, pople, poppler not popplar.  
,popl,Poplar,Poplar/tulip poplar,Southern MI v1.6,Ditto
,POPL,Poplar,Poplar/tulip poplar,Southern MI v1.6,
,poplar,Poplar,Poplar/tulip poplar,Southern MI v1.6,Ditto
,popular,Poplar,Poplar/tulip poplar,Southern MI v1.6,Ditto
,q.asp,Aspen,Poplar,Southern MI v1.6,CVC: aspen
,qasp,Aspen,Poplar,Southern MI v1.6,
,quack apple,,Other hardwood,Southern MI v1.6,
,r.elm,Red elm,Elm,Southern MI v1.6,
,rash,Red ash,Ash,Southern MI v1.6,
,rbud,Redbud,Other hardwood,Southern MI v1.6,
,relm,Elm,Elm,Southern MI v1.6,STJ:  red elm? CVC: looks like red elm
,rlm,Red elm,Elm,Southern MI v1.6,STJ:  red elm?  CVC: looks like elm
,rm,Red maple,Maple,Southern MI v1.6,
,RO,Red oak,Oak,Southern MI v1.6,
,ro,Red oak,Oak,Southern MI v1.6,
,sas,Sassafrass,Other hardwood,Southern MI v1.6,
,scrub oak,Oak,Oak,Southern MI v1.6,
,sm,Sugar maple,Maple,Southern MI v1.6,CVC: the term sugar maple arose about this time and many of the calls are for sugar or sugar tree.  We might have kept tract of these usages, but without the distinction I would call all sugar at level 2   But beware this is could be confused with soft maple.  Note  the Mich abbr. of sm = sugar maple which I assume is really sugar tree and smapl is soft maple which is soft maple in level 2.  
,SM,Sugar maple,Maple,Southern MI v1.6,
,SMAPL,Soft maple,Maple,Southern MI v1.6,CVC: see above the Mich. abbr smapl is for soft maple
,smapl,Soft maple,Maple,Southern MI v1.6,
,sn,Sugar maple,Maple,Southern MI v1.6,CVC: probably sm= sugar
,soak,Oak,Oak,Southern MI v1.6,
,sp,Spruce,Spruce,Southern MI v1.6,CVC as of 2-28-19: had "thought that sp might be (most likely not) spruce pine = jack pine in northern MI, but only a strip on Lake Michigan in southern Michigan; thus "sp" must be Spruce!" Prior to 2-28-18 CVC said: Mich. abbr SP is for spruce pine which they say is jack pine,  in other areas spruce pine would be hemlock.  Thus here level 2 is spruce pine and level 3a is pine. 
,SP,Spruce,Spruce,Southern MI v1.6,CVC as of 2-28-19: had "thought that sp might be (most likely not) spruce pine = jack pine in northern MI, but only a strip on Lake Michigan in southern Michigan; thus "sp" must be Spruce!" Prior to 2-28-18 CVC said: Mich. abbr SP is for spruce pine which they say is jack pine,  in other areas spruce pine would be hemlock.  Thus here level 2 is spruce pine and level 3a is pine. 
,spr,Spruce,Spruce,Southern MI v1.6,CVC Mich abbr. spr is spruce 
,SPR,Spruce,Spruce,Southern MI v1.6,
,spruce,Spruce,Spruce,Southern MI v1.6,
,swamp,,Water,Southern MI v1.6,CVC: water
,swampo,Swamp oak,Oak,Southern MI v1.6,CVC: swamp oak
,swash,Ash,Ash,Southern MI v1.6,CVC: I would say swamp ash
,swo,Swamp white oak,Oak,Southern MI v1.6,CVC: Mich. abbr swo is  swamp white oak 
,SWO,Swamp white oak,Oak,Southern MI v1.6,
,SYC,Sycamore,Sycamore,Southern MI v1.6,
,syc,Sycamore,Sycamore,Southern MI v1.6,
,ta,,Tamarack,Tamarack,Southern MI v1.6,CVC: Mich. abbr tam is tamarack
,Tam,Tamarack,Tamarack,Southern MI v1.6,
,TAM,Tamarack,Tamarack,Southern MI v1.6,
,tam,Tamarack,Tamarack,Southern MI v1.6,
,thorn,Thorn tree,Other hardwood,Southern MI v1.6,CVC: explicitly this is thorn very likely Rose tree at level 3a
,THORN,Thorn tree,Other hardwood,Southern MI v1.6,CVC: explicitly this is thorn very likely Rose tree at level 3a
,THORN?,,Unknown tree,Southern MI v1.6,
,w,Unknown tree,Unknown tree,Southern MI v1.6,CVC: unknown    
,w.ash,Ash,Ash,Southern MI v1.6,
,w.mapl,White maple,Maple,Southern MI v1.6,CVC: white maple
,W.waln,White walnut,Walnut,Southern MI v1.6,
,w.waln,White walnut,Walnut,Southern MI v1.6,
,w0,White oak,Oak,Southern MI v1.6,
,wal,Walnut,Walnut,Southern MI v1.6,
,waln,Walnut,Walnut,Southern MI v1.6,
,walnut,Walnut,Walnut,Southern MI v1.6,
,WASH,White ash,Ash,Southern MI v1.6,
,wash,White ash,Ash,Southern MI v1.6,
,water beech,Ironwood,Ironwood,Southern MI v1.6,
,waterash,Ash,Ash,Southern MI v1.6,
,wb,White birch,Birch,Southern MI v1.6,
,WB,White birch,Birch,Southern MI v1.6,
,wbrc,White birch,Birch,Southern MI v1.6,
,wbrch,White birch,Birch,Southern MI v1.6,
,wd,,Unknown tree,Southern MI v1.6,CVC: unknown tree
,whaz,,Unknown tree,Southern MI v1.6,CVC: Problematic  maybe ironwood of witch hazle ???
,white,Oak,Oak,Southern MI v1.6,
,WIL,Willow,Willow,Southern MI v1.6,
,wil,Willow,Willow,Southern MI v1.6,
,willow,Willow,Willow,Southern MI v1.6,
,wm,White maple,Maple,Southern MI v1.6,
,wmap,White maple,Maple,Southern MI v1.6,CVC: note mich abbr. wmapl is white maple assumed to be silver maple, here I would say white maple and decide the red silver when it comes up
